Zipcode,Food_Stamp,With_Health_Coverage,With_Private_Insurance,With_public_coverage,No_health_insurance_coverage,Below_Poverty_Level
ZCTA5 12961,0,92.6,92.6,0,7.4,31.4
ZCTA5 12962,9.3,97.3,92.4,7.7,2.7,4.7
ZCTA5 12964,0,86.8,86.8,0,13.2,50.4
ZCTA5 12965,22.3,91.1,84.4,6.7,8.9,7.1
ZCTA5 12966,26.6,85.2,70.2,18.7,14.8,6.7
ZCTA5 12967,17.2,89.5,77.2,14.1,10.5,6.7
ZCTA5 12969,22.6,92,76.8,15.2,8,14.7
ZCTA5 12970,3,97.8,83.1,19.7,2.2,30
ZCTA5 12972,4.2,93.9,90.5,7.4,6.1,4.4
ZCTA5 12973,3.4,92.1,81.6,10.5,7.9,13.3
ZCTA5 12974,17.6,90.9,83.9,10.9,9.1,9.5
ZCTA5 12975,8.1,96.6,79.9,27,3.4,7.7
ZCTA5 12976,9.2,85.3,85.3,0,14.7,45.1
ZCTA5 12977,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 12978,0,82.9,82.9,0,17.1,27
ZCTA5 12979,15.4,95.2,90.9,6.3,4.8,8.5
ZCTA5 12980,20.4,87.5,80.4,7.8,12.5,7.2
ZCTA5 12981,15.1,93.3,93.3,1.6,6.7,4.3
ZCTA5 12983,12.9,88.1,84,6.7,11.9,4.5
ZCTA5 12985,25.7,91.9,88.5,12.8,8.1,11
ZCTA5 12986,9.3,86.1,81.1,8.5,13.9,5.1
ZCTA5 12987,15.7,80.2,80.2,0,19.8,38.4
ZCTA5 12989,5.9,92.7,85.4,8.3,7.3,4.8
ZCTA5 12992,13.9,87.3,79.4,9.2,12.7,4.7
ZCTA5 12993,10.7,75.5,64.1,15.3,24.5,5.9
ZCTA5 12996,14.9,92.9,89.1,5.1,7.1,2.9
ZCTA5 12997,5.7,88.2,80.6,10.6,11.8,1.5
ZCTA5 12998,10.7,58.1,31.2,26.9,41.9,22.7
ZCTA5 13020,0,71.4,65.3,6.1,28.6,11.2
ZCTA5 13021,13.8,87.2,81.2,9.2,12.8,2.1
ZCTA5 13024,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 13026,6.2,90.4,80.9,15.4,9.6,2.9
ZCTA5 13027,8.1,93.3,89.8,5.6,6.7,1.8
ZCTA5 13028,23.3,73.9,58.1,17.1,26.1,4.4
ZCTA5 13029,11.9,94.2,89.1,6.5,5.8,3.4
ZCTA5 13030,12.7,89.8,81.3,11.8,10.2,5.8
ZCTA5 13031,3.5,93.3,91,5.2,6.7,1.4
ZCTA5 13032,15.2,93.5,83.9,11.2,6.5,3.1
ZCTA5 13033,7.5,87.7,82.7,9.2,12.3,3.5
ZCTA5 13034,6.4,86.3,79.3,10.3,13.7,1.2
ZCTA5 13035,5.4,94.1,90.6,4.6,5.9,1.6
ZCTA5 13036,17.6,91,79.6,13.5,9,3.9
ZCTA5 13037,8.6,93.9,90.6,5.6,6.1,3.4
ZCTA5 13039,5.5,96.2,91.9,6,3.8,1.5
ZCTA5 13040,14.2,87.4,78.3,11.2,12.6,3.8
ZCTA5 13041,2.5,94.9,91,6.6,5.1,2.7
ZCTA5 13042,17.5,93.1,82.1,13.8,6.9,11
ZCTA5 13044,6.9,93.4,87.9,9.4,6.6,2.5
ZCTA5 13045,15.2,90.9,83.2,10.8,9.1,2.4
ZCTA5 13051,0,0,0,0,100,45.1
ZCTA5 13052,10.5,91.9,86.8,6.4,8.1,3.9
ZCTA5 13053,12.5,92.7,89.6,5.1,7.3,3.6
ZCTA5 13054,30,92.1,68.2,24,7.9,15.7
ZCTA5 13057,13.6,88.6,83.8,7.5,11.4,3.1
ZCTA5 13060,9.1,79.4,75.6,5.2,20.6,5.4
ZCTA5 13061,6.8,94,89.2,5.4,6,5.5
ZCTA5 13062,9.2,56.5,56.5,0,43.5,46.8
ZCTA5 13063,8.4,73.7,72.3,2,26.3,1.1
ZCTA5 13064,0,100,100,0,0,95
ZCTA5 13066,2.9,93.4,89.8,5.9,6.6,0.9
ZCTA5 13068,8.1,93.6,89,6.6,6.4,4.5
ZCTA5 13069,19.9,89,76.6,15.1,11,2.7
ZCTA5 13071,11.9,82.1,74.4,7.7,17.9,6.7
ZCTA5 13072,13.4,81.7,70,11.8,18.3,8.5
ZCTA5 13073,14.5,87.7,81,7.9,12.3,6
ZCTA5 13074,15,86.1,77.1,12.1,13.9,7.8
ZCTA5 13076,11.5,93.5,89.8,6.7,6.5,10.4
ZCTA5 13077,13.8,90,84.2,6.3,10,3.2
ZCTA5 13078,3.8,94.1,93.1,3.5,5.9,1.4
ZCTA5 13080,9.5,86.1,81.7,8.5,13.9,5.7
ZCTA5 13081,7.3,93,88.9,4.7,7,9.5
ZCTA5 13082,9.9,90.9,84,9.9,9.1,4.2
ZCTA5 13083,8,90.4,87.8,4.7,9.6,7.5
ZCTA5 13084,10.9,90.8,83,9.3,9.2,6.5
ZCTA5 13087,3.5,100,100,0,0,32.3
ZCTA5 13088,7.9,91,87.4,7.6,9,2.5
ZCTA5 13090,5.7,92.6,88.2,6.7,7.4,1.9
ZCTA5 13092,9.8,90.1,84.1,7.9,9.9,2.6
ZCTA5 13101,16,89,80.4,10.6,11,4.4
ZCTA5 13102,52.6,9999999.99,9999999.99,9999999.99,9999999.99,95
ZCTA5 13103,59.7,78.1,42.2,35.9,21.9,21.3
ZCTA5 13104,3.5,95.2,91.8,4.5,4.8,1.1
ZCTA5 13108,3.6,91.2,89.9,3.1,8.8,2.8
ZCTA5 13110,6.1,91.3,83.9,8.2,8.7,2
ZCTA5 13111,13.6,82.7,78.6,5.8,17.3,10.5
ZCTA5 13112,4.2,92.9,86.3,9.3,7.1,5.9
ZCTA5 13113,11.8,90.1,90.1,3.6,9.9,9.9
ZCTA5 13114,14.8,89.8,82.5,10.1,10.2,4.7
ZCTA5 13115,19.1,53.6,42.9,10.7,46.4,24.6
ZCTA5 13116,6.1,97,94,4.6,3,2.4
ZCTA5 13117,8.7,80.2,72.1,11.6,19.8,40.3
ZCTA5 13118,11.7,88.2,80.2,11.2,11.8,2.4
ZCTA5 13120,11.4,83.2,68.6,15.8,16.8,5.4
ZCTA5 13122,6.9,85.6,78,9.1,14.4,8.9
ZCTA5 13123,20.6,100,100,0,0,35.6
ZCTA5 13124,5.8,80.6,71,19.4,19.4,13.7
ZCTA5 13126,14.7,91,83.2,11.6,9,2.1
ZCTA5 13131,14.2,88,80.6,10.1,12,5.3
ZCTA5 13132,15.8,91,86.9,7.2,9,4
ZCTA5 13134,56,63.6,63.6,0,36.4,85.9
ZCTA5 13135,14.3,87.3,80.1,10.8,12.7,4.2
ZCTA5 13136,9.8,78.4,65.6,13.8,21.6,8.6
ZCTA5 13138,0,100,100,0,0,85.9
ZCTA5 13140,13.4,84.7,77.2,9.3,15.3,3.9
ZCTA5 13141,6.3,78.4,73.2,6.5,21.6,11.9
ZCTA5 13142,17,90.1,81.2,11.4,9.9,5.3
ZCTA5 13143,6.8,81.4,77,5.3,18.6,2.7
ZCTA5 13144,21,91.9,82.7,19.3,8.1,11.5
ZCTA5 13145,14.1,84.3,69.8,15.2,15.7,5.5
ZCTA5 13146,15.6,79.5,70.5,12.6,20.5,4.9
ZCTA5 13147,9.9,85.8,77.3,9.9,14.2,2.5
ZCTA5 13148,14.6,91.1,83.4,11.6,8.9,2.9
ZCTA5 13152,2.5,93.1,91.8,3.2,6.9,1.7
ZCTA5 13153,0,100,100,0,0,23.1
ZCTA5 13155,16.5,87.6,76.3,14.5,12.4,9.4
ZCTA5 13156,9.9,81,77.7,4.4,19,3
ZCTA5 13157,16,95,90.9,4.1,5,6.6
ZCTA5 13158,13.8,84.5,76.5,10.8,15.5,3.2
ZCTA5 13159,5.4,94.8,90.7,5.8,5.2,1.9
ZCTA5 13160,13.7,84,78.1,7.2,16,5
ZCTA5 13162,0,85.1,81.4,3.7,14.9,15.4
ZCTA5 13163,5.9,93.3,87.1,6.1,6.7,9.9
ZCTA5 13164,6.4,92.7,87.5,5.2,7.3,4.3
ZCTA5 13165,10.6,89.6,82.5,10.8,10.4,4
ZCTA5 13166,9.9,93.7,89.5,8,6.3,2.5
ZCTA5 13167,15.7,85.9,82.5,5.9,14.1,10.1
ZCTA5 13202,50.2,86.9,57.2,35,13.1,9.8
ZCTA5 13203,34.2,83,63.2,24.5,17,4.3
ZCTA5 13204,40.3,80.1,63.4,20,19.9,4.4
ZCTA5 13205,32.8,82.8,65.2,20.3,17.2,4
ZCTA5 13206,18.2,84.4,78.6,9.2,15.6,4.3
ZCTA5 13207,25.9,90.1,81.2,13,9.9,4.1
ZCTA5 13208,34.3,83,66.3,22,17,4.2
ZCTA5 13209,11.8,86.9,81.8,9.2,13.1,2.7
ZCTA5 13210,19.4,88.3,80.8,9.1,11.7,5.1
ZCTA5 13211,14,81.8,71,13.7,18.2,5
ZCTA5 13212,8,90.6,85.5,7.3,9.4,1.9
ZCTA5 13214,7.2,93.1,89.8,7.2,6.9,4.1
ZCTA5 13215,3.3,94.2,93.2,1.7,5.8,0.9
ZCTA5 13219,6.1,94.1,90.1,5.6,5.9,1.5
ZCTA5 13224,19.2,89.7,83.4,9.2,10.3,4.1
ZCTA5 13290,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 13301,0,100,100,0,0,71.2
ZCTA5 13302,22.3,83.6,69.3,14.9,16.4,6.1
ZCTA5 13303,1.9,97.8,94.4,7.2,2.2,4.8
ZCTA5 13304,17.4,94.8,85.6,10.6,5.2,7.4
ZCTA5 13305,4,100,94.9,5.1,0,28.7
ZCTA5 13308,14.6,92.2,85.1,14.1,7.8,8.9
ZCTA5 13309,13.7,85.1,76.3,12.5,14.9,4.2
ZCTA5 13310,19.3,88,77.7,10.4,12,16
ZCTA5 10580,1.1,94.8,93.2,2.2,5.2,1.4
ZCTA5 10583,1.1,97.3,96.6,1.5,2.7,0.6
ZCTA5 10588,6.4,91.5,91.5,0,8.5,4.5
ZCTA5 10589,0,95.9,95.4,2.6,4.1,1
ZCTA5 10590,0.9,92.7,89,4.2,7.3,1.7
ZCTA5 10591,7.5,85.2,81.6,4.5,14.8,3.1
ZCTA5 10594,0,91.4,90.8,1.5,8.6,2.8
ZCTA5 10595,2.1,95.4,94.6,1.3,4.6,2
ZCTA5 10596,11.6,84.7,72.6,12.1,15.3,8.3
ZCTA5 10597,0,100,100,0,0,9.6
ZCTA5 10598,2.4,95.3,94.2,2.5,4.7,0.4
ZCTA5 10601,7.7,81.9,77.6,6.3,18.1,5
ZCTA5 10603,4.8,86.6,81.2,7.3,13.4,2.6
ZCTA5 10604,7.1,79.7,74.6,5.6,20.3,4.2
ZCTA5 10605,3.8,83.4,81.5,3.4,16.6,1.9
ZCTA5 10606,6.3,69.9,62.7,7.8,30.1,2.9
ZCTA5 10607,3.6,83.8,81,2.7,16.2,2.8
ZCTA5 10701,24.2,78,66.6,13.7,22,2.3
ZCTA5 10703,15.9,81.2,74.5,7.4,18.8,3
ZCTA5 10704,6.6,87.8,83,6.4,12.2,1.9
ZCTA5 10705,26,76.7,63.3,15.2,23.3,3.2
ZCTA5 10706,1.3,96.7,92.1,6.1,3.3,1.7
ZCTA5 10707,6.4,91.9,88.3,4,8.1,3.8
ZCTA5 10708,3.5,95.1,92.7,4.4,4.9,1.5
ZCTA5 10709,2.2,92.3,91.5,1.3,7.7,1.9
ZCTA5 10710,6.8,91.2,87.9,5.6,8.8,1.5
ZCTA5 10801,12.2,77.5,69.3,10,22.5,2.4
ZCTA5 10803,3.2,95.4,93.4,2.6,4.6,0.6
ZCTA5 10804,1.3,96.5,95.6,1.1,3.5,1
ZCTA5 10805,9.2,83,77.1,7.2,17,2.8
ZCTA5 10901,5.3,89.8,84.7,5.7,10.2,1.4
ZCTA5 10910,0,100,100,0,0,9999999.99
ZCTA5 10911,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 10913,0.6,92.6,91,1.6,7.4,0.8
ZCTA5 10914,0,100,100,0,0,24.7
ZCTA5 10915,45.7,0,0,0,100,46.2
ZCTA5 10916,3.6,96,88.8,10.2,4,2.2
ZCTA5 10917,4.1,86.5,86.5,0,13.5,7.4
ZCTA5 10918,3.2,92.9,88,6.7,7.1,2.8
ZCTA5 10919,4.5,93.1,92.3,1.9,6.9,7
ZCTA5 10920,4.9,93.2,91.5,3.8,6.8,2.7
ZCTA5 10921,3.3,88.8,83.6,7.8,11.2,1.4
ZCTA5 10922,3.5,96.3,96.3,0,3.7,6.3
ZCTA5 10923,7.1,87.1,79.8,8.1,12.9,3.9
ZCTA5 10924,6.1,91.2,89.7,4.4,8.8,2
ZCTA5 10925,10.7,90.9,87.8,6.9,9.1,5.4
ZCTA5 10926,5.3,93.8,89.8,4.9,6.2,3.8
ZCTA5 10927,24.8,74.8,59.5,17.9,25.2,3.9
ZCTA5 10928,10.2,92,89.5,3.8,8,5.6
ZCTA5 10930,1.5,96.5,94,3.1,3.5,2.2
ZCTA5 10931,8.7,84,78.8,5.1,16,6.5
ZCTA5 10932,0,9999999.99,9999999.99,9999999.99,9999999.99,100
ZCTA5 10933,0,87.4,87.4,0,12.6,18
ZCTA5 10940,15.2,82.1,74,10.2,17.9,2.1
ZCTA5 10941,6.1,91.1,87.4,5,8.9,2.2
ZCTA5 10950,19.8,92.3,77.5,17.6,7.7,2.3
ZCTA5 10952,27.3,90.9,62.5,30.6,9.1,3.1
ZCTA5 10953,0,100,100,0,0,38.8
ZCTA5 10954,5.8,92.3,86.7,7.3,7.7,1.7
ZCTA5 10956,3.4,93.8,91.3,3.6,6.2,1.2
ZCTA5 10958,4.5,94.3,88.2,10.6,5.7,6.1
ZCTA5 10960,6.2,86.6,82.9,4.9,13.4,2.3
ZCTA5 10962,2.2,91.5,86.2,7,8.5,4.6
ZCTA5 10963,3.7,95.4,94.3,2,4.6,5.5
ZCTA5 10964,2.2,95.1,95.1,2.5,4.9,5.9
ZCTA5 10965,4.9,96.5,94.9,2.8,3.5,2.5
ZCTA5 10968,2.7,95.6,95.6,2.6,4.4,4.4
ZCTA5 10969,1.5,66,66,0,34,5.3
ZCTA5 10970,5.5,88.3,82.4,6,11.7,3.5
ZCTA5 10973,4.7,88.7,80.6,9.9,11.3,4.6
ZCTA5 10974,3.4,89.4,87.5,4.2,10.6,3.5
ZCTA5 10975,0,88.6,88.6,0,11.4,25.9
ZCTA5 10976,4.9,98.9,91.9,7,1.1,13.7
ZCTA5 10977,23.3,71.9,55.6,18,28.1,1.9
ZCTA5 10979,0,61.2,61.2,0,38.8,38.8
ZCTA5 10980,3.3,90.1,87.3,3.7,9.9,2.4
ZCTA5 10983,3.1,90.8,89.9,1.1,9.2,0.5
ZCTA5 10984,0.5,92.7,88.2,4.5,7.3,3.4
ZCTA5 10985,0,100,100,0,0,100
ZCTA5 10986,1.4,99.1,98,5.9,0.9,5.6
ZCTA5 10987,0.4,94.9,93.8,2,5.1,1.3
ZCTA5 10988,11.4,83.2,74.8,10.1,16.8,4.4
ZCTA5 10989,3.6,93.1,91.1,2.2,6.9,3
ZCTA5 10990,3.9,92.8,90.4,4.6,7.2,1.4
ZCTA5 10992,7.4,93.1,91.7,2.6,6.9,1.9
ZCTA5 10993,11.9,92.5,85,11.4,7.5,5.1
ZCTA5 10994,1.2,96.3,94.3,3.9,3.7,2
ZCTA5 10996,2.6,99,93.2,6.4,1,3.2
ZCTA5 10998,3.3,96.2,92.9,5.1,3.8,5.6
ZCTA5 11001,3.2,92.7,89.1,4.5,7.3,1.1
ZCTA5 11003,9.8,85.4,78.8,7.2,14.6,1.7
ZCTA5 11004,4,90.1,86.1,4.8,9.9,3.5
ZCTA5 11005,1.2,100,100,0,0,6.3
ZCTA5 11010,5,91.2,87.9,4.5,8.8,1.9
ZCTA5 11020,3.8,93.3,87.2,8.4,6.7,2.7
ZCTA5 11021,2.8,92.5,88.6,4.3,7.5,1.8
ZCTA5 11023,3.9,90.6,89.3,1.3,9.4,2.2
ZCTA5 11024,4.7,90.4,86.8,4.8,9.6,2.5
ZCTA5 11030,1,97.5,97.2,1.2,2.5,2.1
ZCTA5 11040,3.1,91.8,89.5,3.4,8.2,1
ZCTA5 11042,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11050,2.3,89.9,87.9,3.7,10.1,1.3
ZCTA5 11096,15.6,66.8,55.9,12.6,33.2,5.7
ZCTA5 11101,19,78,65.3,14.7,22,3.7
ZCTA5 11102,15.1,74.2,65,11.1,25.8,2.5
ZCTA5 11103,8.2,75.8,68.9,7.6,24.2,2.1
ZCTA5 11104,9.8,72.4,58.5,14.7,27.6,3.6
ZCTA5 11105,8.8,82.6,74.7,9.1,17.4,1.9
ZCTA5 11106,14.9,78.4,68.9,11.4,21.6,2.7
ZCTA5 11109,0.8,93.3,92.2,3.3,6.7,3.4
ZCTA5 11201,8,93.2,88.9,4.7,6.8,1.3
ZCTA5 11203,18.4,84.2,71.2,14.6,15.8,1.5
ZCTA5 11204,22.8,82.6,56.7,27.8,17.4,1.7
ZCTA5 11205,28.4,83.4,67.1,18.3,16.6,3
ZCTA5 11206,39.7,77.4,58.3,22.3,22.6,3.1
ZCTA5 11207,36.6,83.5,62.7,23.3,16.5,2.1
ZCTA5 11208,23.7,85.1,68.4,18.8,14.9,1.9
ZCTA5 11209,12.2,87.5,78.6,11,12.5,1.7
ZCTA5 11210,22,92.1,73.8,19.6,7.9,1.6
ZCTA5 11211,26.6,85.2,69.7,17.8,14.8,2.2
ZCTA5 11212,39.7,81.5,61.2,23.7,18.5,2.5
ZCTA5 11213,31.9,80.6,64.4,19.3,19.4,2.6
ZCTA5 11214,21.6,81.3,61.1,21.3,18.7,1.4
ZCTA5 11215,5.8,89.7,86.9,3.5,10.3,1.3
ZCTA5 11216,22.5,80.5,70.9,11.4,19.5,2.2
ZCTA5 11217,11.8,90,85.9,5.3,10,2.5
ZCTA5 11218,19.4,78.7,60.5,19.4,21.3,2
ZCTA5 11219,35.7,79,38.5,44.4,21,1.9
ZCTA5 11220,30.4,67.5,36.8,33,32.5,1.8
ZCTA5 11221,36.9,76.4,61.8,16.4,23.6,2
ZCTA5 11222,6.4,79.5,76,4.5,20.5,2.2
ZCTA5 11223,21.6,80.1,61.5,20.1,19.9,1.9
ZCTA5 11224,39.7,86.7,66.5,22.6,13.3,3.1
ZCTA5 11225,21.2,82.9,70,15.2,17.1,2.4
ZCTA5 11226,29.1,75.4,60.6,15.9,24.6,1.7
ZCTA5 11228,11.7,88.4,73.6,16.9,11.6,1.7
ZCTA5 11229,18.3,90.5,76.6,15.5,9.5,1.8
ZCTA5 11230,24.6,80.9,60.4,22.5,19.1,1.5
ZCTA5 11231,15.4,88.7,83.7,5.5,11.3,2.9
ZCTA5 11232,27.9,66,49.2,19,34,3.6
ZCTA5 11233,33.2,83.6,68.4,17.5,16.4,2.5
ZCTA5 11234,11.4,90.1,79.8,11.9,9.9,0.9
ZCTA5 11235,24.1,90.1,78.9,12.7,9.9,1.8
ZCTA5 11236,16.2,87,77.2,11.6,13,1.2
ZCTA5 11237,35.6,53.5,41.3,14.2,46.5,3.1
ZCTA5 11238,12.9,87.1,82,6.4,12.9,1.7
ZCTA5 11239,36.1,94,75.3,20.4,6,8.2
ZCTA5 11351,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11354,16,70.5,56.3,15.5,29.5,2.8
ZCTA5 11355,16.2,68.1,46.9,22.4,31.9,2.1
ZCTA5 11356,13.2,75.2,63.3,13.8,24.8,3.3
ZCTA5 11357,4.9,88.3,84.5,5.6,11.7,1.3
ZCTA5 11358,7.2,76.2,66.1,10.8,23.8,2
ZCTA5 11359,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11360,4.3,94.3,91.2,5.5,5.7,2.4
ZCTA5 11361,5.4,87.9,82.3,7.4,12.1,2
ZCTA5 11362,5.3,87.5,83,5.4,12.5,2.3
ZCTA5 11363,4.5,83.6,81.3,3.3,16.4,3.4
ZCTA5 11364,7.2,87.3,79.9,8.2,12.7,2.1
ZCTA5 11365,10.9,83.3,71.9,13.2,16.7,2.7
ZCTA5 11366,6.6,89.2,80.1,11.7,10.8,2.7
ZCTA5 11367,13.6,86.6,74.8,13.2,13.4,2.9
ZCTA5 11368,29.4,49,33.9,16.9,51,2.1
ZCTA5 11369,14.7,66.5,49.6,18.3,33.5,2.1
ZCTA5 11370,14.9,71.5,56.6,15.7,28.5,3.1
ZCTA5 11371,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11372,14.7,66.6,51.4,17.2,33.4,2.3
ZCTA5 11373,15.4,63.7,47.4,19.2,36.3,1.7
ZCTA5 11374,12.8,86.4,76.7,10.5,13.6,1.8
ZCTA5 11375,6.1,90.9,85.1,7.3,9.1,1.5
ZCTA5 11377,12.8,67.1,51.9,16.4,32.9,1.9
ZCTA5 11378,5.6,79.9,71.8,9.4,20.1,1.6
ZCTA5 11379,4.8,88.3,83.1,5.8,11.7,1.5
ZCTA5 11385,9.7,75.5,61.8,15,24.5,1.5
ZCTA5 11411,11.5,88.9,82.1,8.4,11.1,1
ZCTA5 11412,15.1,86.1,76.5,11.3,13.9,1.5
ZCTA5 11413,14.4,89.3,81.2,9.5,10.7,1.6
ZCTA5 11414,8.5,92.2,86.7,7.2,7.8,1.9
ZCTA5 11415,8.3,90.1,82,8.9,9.9,2.7
ZCTA5 11416,22.9,78.4,61.1,18.9,21.6,2.5
ZCTA5 11417,19.3,79.8,65.2,17.2,20.2,2.2
ZCTA5 11418,17.5,76.1,59.2,18.4,23.9,1.9
ZCTA5 11419,18,75.9,53.4,23.6,24.1,2.1
ZCTA5 11420,17.3,80.9,64.3,18.3,19.1,1.5
ZCTA5 11421,18.4,78.6,62.1,17.6,21.4,2.1
ZCTA5 11422,15.7,89.2,79.4,11.6,10.8,2.2
ZCTA5 11423,18.6,82.3,68.6,15.3,17.7,1.8
ZCTA5 11424,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11425,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11426,4.9,89.8,82.7,9,10.2,3.1
ZCTA5 11427,8.9,84.1,77.4,8.7,15.9,2.2
ZCTA5 11428,14.1,84.2,73.5,12,15.8,2.7
ZCTA5 11429,17.6,85.2,74.7,11.3,14.8,2.6
ZCTA5 11430,9999999.99,92.8,0,92.8,7.2,9999999.99
ZCTA5 11432,18.1,78.4,59.2,21.7,21.6,2
ZCTA5 11433,36.6,78.9,62.2,17.7,21.1,3.5
ZCTA5 11434,19.6,86.6,74.6,14.2,13.4,1.7
ZCTA5 11435,15.2,71.1,57.1,16.3,28.9,1.6
ZCTA5 11436,18.6,83.2,69.6,15.3,16.8,2.2
ZCTA5 11451,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11501,2.9,89.7,86,5.5,10.3,2.3
ZCTA5 11507,1.6,96,91.8,5.1,4,0.9
ZCTA5 11509,0.5,94.2,92.5,2.6,5.8,1
ZCTA5 11510,6.5,89.7,86.6,4.2,10.3,1.9
ZCTA5 11514,3.9,94.2,92.3,3,5.8,5
ZCTA5 11516,3.4,88.2,83.2,5.4,11.8,4.2
ZCTA5 11518,5,95.1,89.4,6.7,4.9,2.5
ZCTA5 11520,12.9,76.7,68.3,10.2,23.3,2.2
ZCTA5 11530,1.5,95.3,94.1,2.9,4.7,1.2
ZCTA5 11542,7,75.8,71.1,6.1,24.2,3.2
ZCTA5 11545,1.9,94.7,94.1,1.5,5.3,0.9
ZCTA5 11547,0,97.5,97.5,0,2.5,6.5
ZCTA5 11548,2.8,92.4,91.4,2.6,7.6,9.4
ZCTA5 11549,9999999.99,90.8,86.5,7.7,9.2,9999999.99
ZCTA5 11550,20,65.5,55.4,11.1,34.5,2.7
ZCTA5 11552,5,90.1,86.1,6,9.9,1.7
ZCTA5 11553,8.5,77.5,70.5,7.7,22.5,2.1
ZCTA5 11554,4.1,91.8,89.6,3,8.2,1.6
ZCTA5 11556,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 11557,0.6,95.9,94.8,2,4.1,3
ZCTA5 11558,10.6,87.6,79.4,11,12.4,4.3
ZCTA5 11559,3.5,91.3,89.6,3.2,8.7,2.3
ZCTA5 11560,0.5,91.5,87.4,4.7,8.5,1.1
ZCTA5 11561,5.3,85.4,81.5,4.8,14.6,2.3
ZCTA5 11563,3.8,91.6,88.7,4.7,8.4,2
ZCTA5 11565,1.8,96.6,95.6,1.7,3.4,1.3
ZCTA5 11566,1.4,95.1,94.3,1.8,4.9,0.8
ZCTA5 11568,2.5,89.5,85.8,4.7,10.5,1.2
ZCTA5 11569,2,86.8,84.2,5,13.2,7.4
ZCTA5 11570,5.3,95.6,92,4.5,4.4,2.2
ZCTA5 11572,4.7,94.5,93,2.5,5.5,1.3
ZCTA5 11575,22.1,72.3,64.8,12.7,27.7,5.4
ZCTA5 11576,1.5,96.6,95.6,1.4,3.4,2.1
ZCTA5 11577,3.7,89.4,87.5,3.3,10.6,2
ZCTA5 11579,4.4,94.5,91.1,4.7,5.5,1.3
ZCTA5 11580,6.8,87.5,81.6,7.3,12.5,2.1
ZCTA5 11581,6.3,91.1,83.9,8.9,8.9,2.3
ZCTA5 11590,6,81.5,77,5.3,18.5,1.6
ZCTA5 11596,1.9,95.7,94.1,3.4,4.3,2.3
ZCTA5 11598,2.4,97.2,92.5,5,2.8,2.7
ZCTA5 11691,39.1,79.9,61.7,20.1,20.1,3.1
ZCTA5 11692,31,86.5,73.7,16.2,13.5,4.3
ZCTA5 11693,20.4,87,79.2,9.7,13,5.3
ZCTA5 11694,9,88.7,83,6.8,11.3,2.3
ZCTA5 11697,2.6,96.5,96.5,1.5,3.5,2.9
ZCTA5 11701,9.7,83.2,76.7,9.2,16.8,2.7
ZCTA5 11702,3.2,90.4,88.8,2.6,9.6,1
ZCTA5 11703,3.1,92.9,90.1,4.2,7.1,1.8
ZCTA5 11704,6.2,89.2,85.7,4.4,10.8,1.5
ZCTA5 11705,6.2,95.3,93.6,5.5,4.7,2.9
ZCTA5 11706,14.1,83.6,75.5,10.3,16.4,1.3
ZCTA5 11709,4.2,91.5,85.5,5.9,8.5,2.4
ZCTA5 11710,2.8,94.9,93.3,3.4,5.1,1.1
ZCTA5 11713,11.6,84.6,78.5,9.9,15.4,3.7
ZCTA5 11714,3.6,91.9,89.9,2.8,8.1,1.2
ZCTA5 11715,0.4,92.3,91,1.3,7.7,3.6
ZCTA5 11716,5.5,94.7,92.3,3.9,5.3,2.9
ZCTA5 11717,14.8,67.4,59.6,9.2,32.6,1.8
ZCTA5 11718,0.9,93.3,91.7,2.7,6.7,1.3
ZCTA5 11719,1.6,93.6,87.5,7,6.4,2.1
ZCTA5 11720,5,91.1,87.6,4.1,8.9,2
ZCTA5 11721,1.4,97.5,96.3,1.2,2.5,2.1
ZCTA5 11722,21.4,69.4,61.4,9.7,30.6,2.8
ZCTA5 11724,0,96.5,95.3,1.2,3.5,1.9
ZCTA5 11725,2.1,96.7,94.7,3.7,3.3,0.7
ZCTA5 11726,10.8,77.2,70.3,8.9,22.8,2.7
ZCTA5 11727,7.6,90.7,83.8,8,9.3,2.1
ZCTA5 11729,6.7,92.4,88.5,5.6,7.6,1.4
ZCTA5 11730,1.9,97,96.5,0.9,3,1.9
ZCTA5 11731,2.3,93.7,91,4.5,6.3,1
ZCTA5 11732,0,94.8,93.9,1.8,5.2,2.7
ZCTA5 11733,1.9,96.9,95.8,2,3.1,1.1
ZCTA5 11735,2.4,89.5,87.6,3.6,10.5,0.8
